,Parameter,Coefficient,SE,CI,CI_low,CI_high,t,df_error,p
1,(Intercept),90.012261603871,10.1380593273068,0.95,69.361710522103,110.662812685639,8.87864814140741,32,3.82617873558652e-10
2,MicrobiomeSPF,49.0438131569823,14.7786340611535,0.95,18.9407206670236,79.146905646941,3.3185619830656,32,0.0022649918676559
3,GenotypeWT,2.31683150621157,14.3373809968204,0.95,-26.8874579041031,31.5211209165263,0.161593774115745,32,0.872641736800008
4,MicrobiomeSPF:GenotypeWT,-46.9050589612475,20.3393828291095,0.95,-88.3350260312605,-5.47509189123458,-2.30612007037488,32,0.027733463816356
