,Parameter,Coefficient,SE,CI,CI_low,CI_high,t,df_error,p
1,(Intercept),1.46629865433037,0.148853512307096,0.95,1.15837170325869,1.77422560540205,9.85061508864693,23,1.0147524690635e-09
2,MicrobiomeSPF,0.143012485880495,0.189751740980177,0.95,-0.249518897188412,0.535543868949402,0.753682075019459,23,0.45868682815717
3,GenotypeWT,-0.152133645534795,0.189751740980177,0.95,-0.544665028603702,0.240397737534112,-0.801750986572967,23,0.43090302536968
4,MicrobiomeSPF:GenotypeWT,-0.457177494676074,0.261378177593928,0.95,-0.997879450953215,0.083524461601068,-1.74910353605087,23,0.0936078831292161
