,Parameter,Coefficient,SE,CI,CI_low,CI_high,t,df_error,p
1,(Intercept),15.0193397531033,2.17224030466452,0.95,10.5946310465243,19.4440484596824,6.91421649844719,32,7.92242335027036e-08
2,MicrobiomeSPF,2.59786565289785,3.16655718013572,0.95,-3.8522002512936,9.0479315570893,0.820406992551608,32,0.4180537623602
3,GenotypeWT,-3.51636648382058,3.07201169959002,0.95,-9.77384954621503,2.74111657857387,-1.14464618877912,32,0.260845413426028
4,MicrobiomeSPF:GenotypeWT,-0.568290797370451,4.35803596398265,0.95,-9.445319564405,8.30873796966409,-0.130400667196677,32,0.897065749209247
