,Parameter,Coefficient,SE,CI,CI_low,CI_high,t,df_error,p
1,(Intercept),170.391301712597,13.83377436954,0.95,142.212825433377,198.569777991817,12.3170508034144,32,1.09941201826244e-13
2,MicrobiomeSPF,69.3422452346858,20.75066155431,0.95,27.0745308158561,111.609959653516,3.34168841090674,32,0.0021299332352127
3,GenotypeWT,-26.0186752060788,20.75066155431,0.95,-68.2863896249085,16.249039212751,-1.25387208200476,32,0.218971557723502
4,MicrobiomeSPF:GenotypeWT,-41.0100857867713,29.3458669983192,0.95,-100.785660768393,18.7654891948505,-1.39747398804473,32,0.17188557632958
