,Level1,Level2,Difference,CI_low,CI_high,SE,df,t,p
1,GF WT,GF ASO,-0.152133645534795,-0.6998072232939,0.39553993222431,0.189751740980177,23,-0.801750986572967,0.45868682815717
2,GF WT,SPF ASO,-0.29514613141529,-0.775487634751485,0.185195371920906,0.166423286104135,23,-1.7734665522144,0.140779858559134
3,SPF ASO,GF ASO,0.143012485880495,-0.404661091878611,0.6906860636396,0.189751740980177,23,0.753682075019459,0.45868682815717
4,SPF WT,GF ASO,-0.466298654330374,-1.0480211033958,0.115423794735047,0.2015486084413,23,-2.31357913079405,0.0899330280574152
5,SPF WT,GF WT,-0.314165008795579,-0.832993130429795,0.204663112838637,0.179757693902973,23,-1.74771383618859,0.140779858559134
6,SPF WT,SPF ASO,-0.609311140210869,-1.12813926184508,-0.0904830185766529,0.179757693902973,23,-3.389624816503,0.0151265835983061
