,Parameter,Coefficient,SE,CI,CI_low,CI_high,t,df_error,p
1,(Intercept),141.308399600209,8.88887872730325,0.95,123.202346134592,159.414453065827,15.897213128374,32,9.59260226217914e-17
2,MicrobiomeSPF,27.2625059549819,12.9576560645047,0.95,0.868624264104234,53.6563876458597,2.1039689446352,32,0.0433286635423664
3,GenotypeWT,-13.9113777729899,12.570772850442,0.95,-39.5172041451181,11.6944485991383,-1.10664459047168,32,0.276697669962734
4,MicrobiomeSPF:GenotypeWT,-17.6370761786225,17.8332264114079,0.95,-53.9621696774925,18.6880173202475,-0.989000855579343,32,0.330082385796969
