,Parameter,Coefficient,SE,CI,CI_low,CI_high,t,df_error,p
1,(Intercept),0.937429614742857,0.0278270516549406,0.95,0.879719841756502,0.995139387729213,33.6877088657152,22,1.99603358978394e-20
2,MicrobiomeSPF,0.0410648555238096,0.040960310971898,0.95,-0.0438816302537834,0.126011341301403,1.00255233784683,22,0.326977168532165
3,GenotypeWT,0.00345517957142854,0.0393533938512737,0.95,-0.0781587640673478,0.0850691232102049,0.0877987698973697,22,0.930830909221733
4,MicrobiomeSPF:GenotypeWT,0.0180503501952382,0.0579266272954776,0.95,-0.102082122067367,0.138182822457843,0.311607131952724,22,0.758272900101197
