,Level1,Level2,Difference,CI_low,CI_high,SE,df,t,p
1,GF WT,GF ASO,-0.283033539731982,-0.553994496782385,-0.0120725826815798,0.0938794848353702,23,-3.0148603843355,0.0370264872772844
2,GF WT,SPF ASO,-0.0519286490556349,-0.289577129355798,0.185719831244528,0.0823377550232741,23,-0.630678466287506,0.534467959908614
3,SPF ASO,GF ASO,-0.231104890676348,-0.50206584772675,0.0398560663740551,0.0938794848353702,23,-2.46171877787378,0.0652505838930425
4,SPF WT,GF ASO,-0.1227753359216,-0.410581938134208,0.165031266291008,0.0997159732607233,23,-1.23125043969219,0.282652105447679
5,SPF WT,GF WT,0.160258203810382,-0.0964314925556252,0.41694790017639,0.0889349399991447,23,1.80197123663572,0.169346392576246
6,SPF WT,SPF ASO,0.108329554754747,-0.14836014161126,0.365019251120755,0.0889349399991447,23,1.21807643605302,0.282652105447679
