,Parameter,Coefficient,SE,CI,CI_low,CI_high,t,df_error,p
1,(Intercept),66.3449428174536,5.17966305370323,0.95,55.7943144354771,76.8955711994301,12.8087371957564,32,3.85699438401229e-14
2,MicrobiomeSPF,19.4719598578653,7.76949458055485,0.95,3.64601728490055,35.29790243083,2.50620676235477,32,0.0174805995919301
3,GenotypeWT,-14.14086703683,7.76949458055485,0.95,-29.9668096097948,1.68507553613471,-1.82004979734733,32,0.0781168739215396
4,MicrobiomeSPF:GenotypeWT,-4.15874403791693,10.9877246086049,0.95,-26.5400066619414,18.2225185861076,-0.378490013724957,32,0.707566106785874
