,Level1,Level2,Difference,CI_low,CI_high,SE,df,t,p
1,GF WT,GF ASO,-0.0793079479925161,-0.35892035360179,0.200304457616758,0.0968769407885372,23,-0.818646288239317,0.507095938623503
2,GF WT,SPF ASO,-0.0693769729963344,-0.314613275633678,0.175859329641009,0.0849666978045188,23,-0.816519586955687,0.507095938623503
3,SPF ASO,GF ASO,-0.00993097499618172,-0.289543380605456,0.269681430613093,0.0968769407885373,23,-0.102511236578569,0.919239423840984
4,SPF WT,GF ASO,-0.222582450670551,-0.519578362077556,0.0744134607364544,0.102899781077738,23,-2.16309936074981,0.123510392911503
5,SPF WT,GF WT,-0.143274502678035,-0.408159983882851,0.121610978526782,0.0917745227451778,23,-1.5611576981539,0.264284035730856
6,SPF WT,SPF ASO,-0.212651475674369,-0.477536956879186,0.0522340055304474,0.0917745227451778,23,-2.31710794361546,0.123510392911503
