,mu,sigma,omega
0,2.2852018989821796,0.42005169338218523,0.9999999683533624
1,2.2220640914523435,0.3508097949095605,0.9999999683533624
2,1.8868067356997276,0.43149254591702085,0.9999999683533624
3,2.269670734470242,0.47277580509566175,0.9999999683533624
4,2.36773051008736,0.4609781003603647,0.9999999683533624
5,2.055381535085784,0.4448509480250367,0.9999999683533624
6,2.1461645958032736,0.47810815894497927,0.9999999683533624
7,2.121915215672186,0.4645762060999677,0.9999999683533624
8,2.313457514322682,0.4185276842919406,0.9999999683533624
9,2.082071768137457,0.5383452507120258,0.9999999683533624
10,2.049555956752289,0.4420842707807813,0.9999999683533624
11,2.2303516965381514,0.41583461333147814,0.9999999683533624
12,2.26313157802556,0.3461009452436461,0.9999999683533624
13,1.9467398255799084,0.30116081641854425,0.9999999683533624
14,2.202081010040198,0.34489564691840546,0.9999999683533624
15,2.2352335433307804,0.362813029061916,0.9999999683533624
16,2.2752441258246034,0.38220379745718913,0.9999999683533624
17,2.24341636618906,0.3697448402603777,0.9999999683533624
18,2.1968625073615784,0.2924904805364537,0.9999999683533624
19,2.0959689618609008,0.3853705449169698,0.9999999683533624
20,2.1039067537442433,0.5585597110024801,0.9999999683533624
21,2.0286489901134717,0.4762285532767412,0.9999999683533624
22,2.2616244898932676,0.45094750813992734,0.9999999683533624
23,2.2488098094888707,0.22336820106406186,0.9999999683533624
24,1.9329218080764394,0.2920275699363997,0.9999999683533624
25,2.263625754882642,0.34018873416054374,0.9999999683533624
26,2.191620319068876,0.33676720836760593,0.9999999683533624
27,2.076353031866729,0.4244666760249292,0.9999999683533624
28,2.2831949757040104,0.3360677042390818,0.9999999683533624
29,2.3675205563925363,0.3343356030086914,0.9999999683533624
30,2.0866076061494145,0.47529565013157316,0.9999999683533624
31,2.21762758767369,0.32313501126040867,0.9999999683533624
32,2.2302135832057357,0.43989861603677566,0.9999999683533624
33,2.0630158123885023,0.3858150873573194,0.9999999683533624
34,2.2980062233439678,0.3737843265958963,0.9999999683533624
35,2.166138672604564,0.24297914218043362,0.9999999683533624
36,2.097795526488601,0.3339202633046409,0.9999999683533624
37,2.1195899711963766,0.41333611825570904,0.9999999683533624
38,2.2509902844426652,0.4695363275159256,0.9999999683533624
39,2.2686544229715753,0.4217735952257662,0.9999999683533624
40,2.184960510233874,0.3506687072707426,0.9999999683533624
41,2.076036005310237,0.4162630339492768,0.9999999683533624
42,2.1675644416208315,0.405316119782268,0.9999999683533624
43,2.100331892289588,0.3667645940761768,0.9999999683533624
44,2.1530790864020637,0.18678484298077144,0.9999999683533624
45,2.2567294845542456,0.44571054523775977,0.9999999683533624
46,2.314760699580831,0.4104537098832687,0.9999999683533624
47,2.0653874941538284,0.4834700688135092,0.9999999683533624
48,2.155088266657157,0.3431649505119638,0.9999999683533624
49,2.308033592565386,0.2912804534802175,0.9999999683533624
50,2.152571612306279,0.40644142252037924,0.9999999683533624
51,2.326712072638797,0.4087782026537382,0.9999999683533624
52,2.0407503721184805,0.41062895562778445,0.9999999683533624
53,2.0794867672933286,0.39404518623717866,0.9999999683533624
54,2.384171413529012,0.41160408668159704,0.9999999683533624
55,2.197736802961745,0.40783915615800664,0.9999999683533624
56,2.212232312786318,0.41452770581965204,0.9999999683533624
57,2.1547207743417554,0.4609525458745585,0.9999999683533624
58,2.0833209256353182,0.43971685569254093,0.9999999683533624
59,2.2076579439540587,0.33159003397713244,0.9999999683533624
60,2.103523791621421,0.3020890475844113,0.9999999683533624
61,2.1515456112686073,0.43173523080541165,0.9999999683533624
62,2.283156268339396,0.4426857463596388,0.9999999683533624
63,2.0907931945487426,0.37063583675129513,0.9999999683533624
64,2.3022912938467655,0.40413855677288474,0.9999999683533624
65,2.238377188032095,0.5017329978835013,0.9999999683533624
66,2.156605192522231,0.3886742166111714,0.9999999683533624
67,2.027014692410471,0.37297644109542316,0.9999999683533624
68,2.1072120062106507,0.4368170111914765,0.9999999683533624
69,2.2483129442144643,0.41578081148206353,0.9999999683533624
70,2.2162615308148346,0.3826405347887097,0.9999999683533624
71,2.3230178177351695,0.35136565450412927,0.9999999683533624
72,2.2549688843273077,0.4804213755754691,0.9999999683533624
73,2.1649268342231744,0.4453377460945752,0.9999999683533624
74,2.161616681595073,0.27888731763752916,0.9999999683533624
75,2.219663408870513,0.3978268465622871,0.9999999683533624
76,1.926997339816203,0.4634117476791597,0.9999999683533624
77,2.2999460699846845,0.44518331942915607,0.9999999683533624
78,2.0308103877825836,0.37043340286117526,0.9999999683533624
79,2.2138337767939666,0.2685771691786761,0.9999999683533624
80,2.232509725692305,0.36253116913522976,0.9999999683533624
81,2.1378693048627824,0.3359956045668044,0.9999999683533624
82,1.972746411221597,0.3926514613573677,0.9999999683533624
83,2.162447439486407,0.4044940479636547,0.9999999683533624
84,2.1857385993762812,0.49684340515781567,0.9999999683533624
85,2.0068149928056926,0.3371356412084929,0.9999999683533624
86,2.0718685759333364,0.5874223543959707,0.9999999683533624
87,2.0252654446058584,0.43504143589243444,0.9999999683533624
88,2.1110225804629668,0.43067129236394935,0.9999999683533624
89,2.1390676170628296,0.5046884629575358,0.9999999683533624
90,2.054059664629203,0.4147975001263571,0.9999999683533624
91,2.1766085799544195,0.48002257644194213,0.9999999683533624
92,2.21436507408532,0.35969525656555457,0.9999999683533624
93,2.1957170182153276,0.41211568732355114,0.9999999683533624
94,2.189146882340838,0.4385243057041213,0.9999999683533624
95,2.190489259631453,0.43810881153087944,0.9999999683533624
96,2.070282425973184,0.2685820989294951,0.9999999683533624
97,1.9671573969552028,0.4403469160352733,0.9999999683533624
98,1.9762083878799888,0.5465762378591608,0.9999999683533624
99,1.9983641408177162,0.37097235234117654,0.9999999683533624
100,2.18271727759361,0.3817049038514149,0.9999999683533624
101,2.0765836540738265,0.3205346540251975,0.9999999683533624
102,2.268127534190133,0.4298342472961683,0.9999999683533624
103,2.2332492478300607,0.5958796026982897,0.9999999683533624
104,2.197644597659613,0.4237334576021589,0.9999999683533624
105,2.1960169550811757,0.36313639946581316,0.9999999683533624
106,2.3596390973145223,0.45501414384181654,0.9999999683533624
107,2.0008096051831474,0.6154106210072746,0.9999999683533624
108,2.4021733159304395,0.3414886740814785,0.9999999683533624
109,2.343914168590645,0.41919030289070275,0.9999999683533624
110,2.152477326586392,0.34272774275012197,0.9999999683533624
111,2.3151742348612347,0.4627307764912899,0.9999999683533624
112,2.0559781325353965,0.3908372888620286,0.9999999683533624
113,2.019245802616541,0.3693674142481215,0.9999999683533624
114,2.214410072925172,0.42585469927792863,0.9999999683533624
115,2.093075030818722,0.3488916746362519,0.9999999683533624
116,2.27069409949718,0.34623954936254453,0.9999999683533624
117,2.070880066043652,0.41528647043034,0.9999999683533624
118,2.311152580852022,0.4344701506474163,0.9999999683533624
119,2.161836222234722,0.4245049243911005,0.9999999683533624
120,2.0842336329695836,0.4199013664921862,0.9999999683533624
121,2.2380008877425848,0.395784686193653,0.9999999683533624
122,2.2943367844373763,0.33697648189568463,0.9999999683533624
123,2.172081332965596,0.48752300180882385,0.9999999683533624
124,2.1957357452101998,0.3918392963025396,0.9999999683533624
125,2.1820125154868584,0.5582538568198314,0.9999999683533624
126,2.1695688799538564,0.3921587972660213,0.9999999683533624
127,2.154045420309725,0.5002025337552328,0.9999999683533624
128,2.191976238496013,0.32975974716687584,0.9999999683533624
129,1.9913181977998913,0.38891991211302224,0.9999999683533624
130,2.232675072504952,0.46451979683368677,0.9999999683533624
131,2.3830042491650114,0.6044051768061485,0.9999999683533624
132,2.0095546247087306,0.38701238813908545,0.9999999683533624
133,2.029004476804183,0.38449376092161064,0.9999999683533624
134,2.2618817216577805,0.46306335299445506,0.9999999683533624
135,2.0987797562286503,0.4749810607833632,0.9999999683533624
136,2.2974284443895088,0.4430409220510231,0.9999999683533624
137,2.0272438938674413,0.44789963288523693,0.9999999683533624
138,2.2720127440024918,0.6252101552108423,0.9999999683533624
139,2.106208188656058,0.3394669510123087,0.9999999683533624
140,2.400952075547715,0.3718583970234752,0.9999999683533624
141,2.129926476763451,0.5098382146205697,0.9999999683533624
142,2.1028864895466572,0.5757866458867943,0.9999999683533624
143,2.119451662685275,0.4055990124665594,0.9999999683533624
144,2.327293813568974,0.43179994743503963,0.9999999683533624
145,2.107891207383224,0.366827799302333,0.9999999683533624
146,2.1841646688238554,0.3152536514385927,0.9999999683533624
147,2.2290968970841445,0.39617948401632325,0.9999999683533624
148,1.9691299721888242,0.38888929390401195,0.9999999683533624
149,2.2870074926409534,0.4019486620271853,0.9999999683533624
150,2.307470306732419,0.3374103070741116,0.9999999683533624
151,2.1812629229431946,0.33661220826522026,0.9999999683533624
152,2.0957480816254415,0.2653733978409372,0.9999999683533624
153,2.3700009477935295,0.5373027744099068,0.9999999683533624
154,2.1807357405225387,0.46238873902136796,0.9999999683533624
155,2.120717165628416,0.34714535781996897,0.9999999683533624
156,2.3934808881446283,0.3602736964737438,0.9999999683533624
157,2.0502321237935472,0.4231013641379133,0.9999999683533624
158,2.17569028600142,0.43768743971472585,0.9999999683533624
159,2.1311719731288856,0.505035680475171,0.9999999683533624
160,2.2825896150664056,0.43444692780048483,0.9999999683533624
161,2.306903127269579,0.37079246910291175,0.9999999683533624
162,2.379702630710851,0.6690939461815412,0.9999999683533624
163,2.0773596112424837,0.34083566897713796,0.9999999683533624
164,2.0916413875336826,0.34325947577336186,0.9999999683533624
165,2.3185464020973474,0.34579221361430457,0.9999999683533624
166,2.292248152941588,0.2311085780881873,0.9999999683533624
167,2.1943183250489575,0.42556986045653994,0.9999999683533624
168,2.017534198606635,0.4073227782630478,0.9999999683533624
169,2.1774702183893186,0.4411630415737679,0.9999999683533624
170,2.401375316957842,0.3444668761281841,0.9999999683533624
171,2.063021579484291,0.330938836153514,0.9999999683533624
172,2.2196042282852395,0.32998657405901544,0.9999999683533624
173,2.3447211546488753,0.4458344323049816,0.9999999683533624
174,2.256790208659284,0.47658042438250925,0.9999999683533624
175,2.143557479335079,0.23053049878080845,0.9999999683533624
176,2.3001289914527487,0.4186883358135361,0.9999999683533624
177,2.3014629591080165,0.4563281177050249,0.9999999683533624
178,2.207233259429395,0.4101710482204394,0.9999999683533624
179,2.423559173781113,0.29620537486862764,0.9999999683533624
180,2.382679538771383,0.5438320872450161,0.9999999683533624
181,2.1528653377472144,0.3063065087125251,0.9999999683533624
182,2.232177682510524,0.5605727873664073,0.9999999683533624
183,2.1500876712227175,0.42900103751101626,0.9999999683533624
184,2.370030261558371,0.43933624410248234,0.9999999683533624
185,2.1701171517934092,0.372427480685557,0.9999999683533624
186,2.155381668940159,0.3908460973065163,0.9999999683533624
187,2.4925139775106118,0.4160938033027271,0.9999999683533624
188,2.0945348918160134,0.5028590255219298,0.9999999683533624
189,2.1512369186386997,0.5593542344451068,0.9999999683533624
190,2.3753612068502434,0.4137779913928097,0.9999999683533624
191,2.1857563125102484,0.3797726999362053,0.9999999683533624
192,2.147149863948128,0.513980030963349,0.9999999683533624
193,2.3262199870157025,0.31883158034492526,0.9999999683533624
194,2.2251854736747982,0.5319133607113626,0.9999999683533624
195,2.255302991601627,0.46145888844544297,0.9999999683533624
196,2.274897357910497,0.448106889810093,0.9999999683533624
197,2.1332122136847285,0.4722901328413536,0.9999999683533624
198,2.3366940398292417,0.3889615185188109,0.9999999683533624
199,2.3803326929887727,0.5173931302641537,0.9999999683533624
200,2.117900584703511,0.420835645915348,0.9999999683533624
201,2.333745588209452,0.36201239512418065,0.9999999683533624
202,2.3085237964732355,0.24794584236692893,0.9999999683533624
203,2.180221182353051,0.3426342591695557,0.9999999683533624
204,2.053631745471395,0.35832764343451423,0.9999999683533624
205,2.1136752028051866,0.3580322086014197,0.9999999683533624
206,2.2335494220272185,0.5460932303605991,0.9999999683533624
207,2.287410736276377,0.3930889458869346,0.9999999683533624
208,2.0114901353950057,0.44707843362115773,0.9999999683533624
209,2.1583906459875624,0.42934489529202513,0.9999999683533624
210,2.2007133559959353,0.42359324406439114,0.9999999683533624
211,1.9793550331907246,0.24499187934868397,0.9999999683533624
212,2.01747457775015,0.3727208185840171,0.9999999683533624
213,2.2140088303175873,0.26560429660075247,0.9999999683533624
214,2.1566328567800106,0.33606581597331064,0.9999999683533624
215,2.24172828618759,0.379851617656405,0.9999999683533624
216,2.3070021707633934,0.36576384025914416,0.9999999683533624
217,2.2887527890150485,0.4091726114937403,0.9999999683533624
218,2.3369531831916897,0.4544104689287105,0.9999999683533624
219,2.325406551898589,0.3840960098234671,0.9999999683533624
220,2.2814435860800435,0.40336835679198246,0.9999999683533624
221,2.242647675575137,0.3168559057371675,0.9999999683533624
222,2.2809241054132072,0.40936123836086397,0.9999999683533624
223,2.2182192832562886,0.3111499983522818,0.9999999683533624
224,2.3257377405920114,0.4835820919691491,0.9999999683533624
225,2.186310099608981,0.37561722108251744,0.9999999683533624
226,2.015935829031433,0.40024033011189186,0.9999999683533624
227,2.216013498999361,0.4106968992100557,0.9999999683533624
228,2.138694605041769,0.5321104722808578,0.9999999683533624
229,2.075216318432402,0.3951691017346574,0.9999999683533624
230,1.9960990330739563,0.3919054379293838,0.9999999683533624
231,2.1777313709045503,0.45713817215894825,0.9999999683533624
232,1.9079897822065264,0.4538185693676816,0.9999999683533624
233,2.2992856149568413,0.3689773797984495,0.9999999683533624
234,2.138577403675985,0.3493386040009377,0.9999999683533624
235,2.0525400181350446,0.4874064352481424,0.9999999683533624
236,2.1582448371743017,0.3657001405150809,0.9999999683533624
237,2.2933019869904054,0.5531013713852219,0.9999999683533624
238,2.267498690060723,0.43056310379792945,0.9999999683533624
239,2.152196353697555,0.3183835825919825,0.9999999683533624
240,2.094039635473146,0.42393894951538175,0.9999999683533624
241,2.434049980300583,0.28553739681867196,0.9999999683533624
242,2.1739652009942874,0.384420023863823,0.9999999683533624
243,1.9621140380249305,0.48358274782181637,0.9999999683533624
244,2.176378074834803,0.3533615227646103,0.9999999683533624
245,2.2749003364031175,0.3338989108613433,0.9999999683533624
246,2.06927726815319,0.4054020147201479,0.9999999683533624
247,2.3719789904469115,0.37506783707829006,0.9999999683533624
248,2.312694662599511,0.341183842509758,0.9999999683533624
249,2.0371856687328913,0.29314818850489904,0.9999999683533624
250,2.266304466899097,0.4828499488795417,0.9999999683533624
251,2.097053826711891,0.43568209184736245,0.9999999683533624
252,2.1371458990461627,0.40089732326181693,0.9999999683533624
253,1.9520412704022614,0.322596469188745,0.9999999683533624
254,2.0567419404650598,0.44066284386265353,0.9999999683533624
255,1.989813503759842,0.3034238542777755,0.9999999683533624
256,2.1326179330912773,0.4110356377475249,0.9999999683533624
257,2.2936453039386397,0.42540719974142877,0.9999999683533624
258,2.052485684198557,0.34416448885860407,0.9999999683533624
259,2.2055367560233776,0.44079394355183005,0.9999999683533624
260,2.429999488760306,0.268546928793573,0.9999999683533624
261,2.2344495294474425,0.28308159956308676,0.9999999683533624
262,2.063485116712206,0.3550960992215111,0.9999999683533624
263,2.094811996606805,0.368132676188871,0.9999999683533624
264,2.1901169265602647,0.2851394547373486,0.9999999683533624
265,1.991087370900736,0.47051822697782164,0.9999999683533624
266,1.8950965277414358,0.43531737554148464,0.9999999683533624
267,2.254069740347199,0.4395043059297088,0.9999999683533624
268,2.267933550423305,0.4183369468667323,0.9999999683533624
269,2.306625766573578,0.4329741508607205,0.9999999683533624
270,2.2460372848494954,0.5045014597712024,0.9999999683533624
271,1.937455013778546,0.3648369549405421,0.9999999683533624
272,2.2445706197145427,0.5869827556581113,0.9999999683533624
273,2.275386659514196,0.3963321871669645,0.9999999683533624
