,WT_V,ASO_V,WT_A,ASO_A,KruskalWallis p-val,KruskalWallis statistic
WT_V,1.0,0.5372184434478506,0.8557000687698983,0.0021066020132600536,0.0038657756272703404,13.389466364272758
ASO_V,0.5372184434478506,1.0,0.562663666483333,0.014546538440090078,0.0038657756272703404,13.389466364272758
WT_A,0.8557000687698983,0.562663666483333,1.0,0.002354369118629951,0.0038657756272703404,13.389466364272758
ASO_A,0.0021066020132600536,0.014546538440090078,0.002354369118629951,1.0,0.0038657756272703404,13.389466364272758
