,Parameter,Coefficient,SE,CI,CI_low,CI_high,t,df_error,p
1,(Intercept),8.2875,0.53235132977357,0.95,7.20676934481206,9.36823065518794,15.5677266806584,35,2.64546287796412e-17
2,MicrobiomeSPF,1.1585,0.714224256771667,0.95,-0.291452326220867,2.60845232622087,1.62203956112676,35,0.113769944258279
3,GenotypeWT,0.397954545454546,0.699646717859162,0.95,-1.02240380344567,1.81831289435476,0.56879355722877,35,0.573128279175143
4,MicrobiomeSPF:GenotypeWT,-1.80195454545455,0.971052125845878,0.95,-3.77329516487861,0.169386073969521,-1.85567231407364,35,0.0719370696813266
