,Parameter,Coefficient,SE,CI,CI_low,CI_high,t,df_error,p
1,(Intercept),4.3025,0.383916957843074,0.95,3.52310714009302,5.08189285990698,11.2068506277304,35,3.9620602448016e-13
2,MicrobiomeSPF,-0.0195000000000003,0.515078649271221,0.95,-1.06516524955798,1.02616524955798,-0.0378582960633113,35,0.970015780498177
3,GenotypeWT,0.121136363636363,0.504565734060681,0.95,-0.903186533403678,1.14545926067641,0.240080440384791,35,0.811668502851674
4,MicrobiomeSPF:GenotypeWT,-0.751136363636363,0.700295758104647,0.95,-2.17281233428469,0.670539607011965,-1.0725987626561,35,0.290791326470596
