,Level1,Level2,Difference,CI_low,CI_high,SE,df,t,p
1,GF WT,GF ASO,0.197059455367571,-0.420526193725451,0.814645104460592,0.219598232192448,32,0.897363578022226,0.574283819298793
2,GF WT,SPF ASO,-0.18586597571812,-0.836858409507269,0.46512645807103,0.231476861291549,32,-0.802957041498928,0.574283819298793
3,SPF ASO,GF ASO,0.38292543108569,-0.234660218007331,1.00051108017871,0.219598232192448,32,1.74375461615788,0.544818914009226
4,SPF WT,GF ASO,0.225471546087508,-0.35679378782872,0.807736880003736,0.207039198826477,32,1.08902829689019,0.574283819298793
5,SPF WT,GF WT,0.0284120907199371,-0.589173558373084,0.645997739812958,0.219598232192448,32,0.12938214682456,0.897865105201261
6,SPF WT,SPF ASO,-0.157453884998183,-0.775039534091204,0.460131764094839,0.219598232192448,32,-0.717008891311091,0.574283819298793
