,Parameter,Coefficient,SE,CI,CI_low,CI_high,t,df_error,p
1,(Intercept),26.875,1.73741388718242,0.95,23.3441501673612,30.4058498326388,15.4683925334472,34,5.93208775493488e-17
2,MicrobiomeSPF,2.436,2.33098533407523,0.95,-2.30113214647451,7.1731321464745,1.0450516201838,34,0.3033724960985
3,GenotypeWT,1.10772727272727,2.28340919942314,0.95,-3.53271853532597,5.7481730807805,0.485119913245123,34,0.630702513060476
4,MicrobiomeSPF:GenotypeWT,-6.57539393939393,3.21123798871992,0.95,-13.1014147100825,-0.0493731687054009,-2.04761962909359,34,0.0483854601264617
