,Parameter,Coefficient,SE,CI,CI_low,CI_high,t,df_error,p
1,(Intercept),94.23375,1.57199858035392,0.95,91.0390645164205,97.4284354835795,59.9451877232513,34,4.5384292918853e-36
2,MicrobiomeSPF,0.0562499999999893,2.10905741172271,0.95,-4.22987034480933,4.34237034480931,0.0266706822144037,34,0.978878327447631
3,GenotypeWT,0.877159090909078,2.0660108948947,0.95,-3.32148020643127,5.07579838824943,0.424566536931928,34,0.673827378171672
4,MicrobiomeSPF:GenotypeWT,-4.7093813131313,2.90550317151704,0.95,-10.614074180252,1.19531155398943,-1.62084879455575,34,0.114289024388151
