,Level1,Level2,Difference,CI_low,CI_high,SE,df,t,p
1,GF ASO,GF WT,-57.3818181818181,-162.813545550329,48.0499091866934,37.6999037153818,35,-1.52206803006783,0.306269723106415
2,GF ASO,SPF ASO,-95.695,-203.323457616929,11.9334576169287,38.4854027385034,35,-2.48652718149316,0.106910692031894
3,GF ASO,SPF WT,-42.71,-150.338457616929,64.9184576169286,38.4854027385034,35,-1.10977141879485,0.344632718633988
4,GF WT,SPF WT,14.6718181818181,-84.4682383791313,113.811874742767,35.4501503482107,35,0.413871818249104,0.68149326244479
5,SPF ASO,GF WT,38.3131818181819,-60.8268747427675,137.453238379131,35.4501503482107,35,1.08076218131232,0.344632718633988
6,SPF ASO,SPF WT,52.985,-48.4880829727722,154.458082972772,36.2843856707881,35,1.46027000376245,0.306269723106415
