,Parameter,Coefficient,SE,CI,CI_low,CI_high,t,df_error,p
1,(Intercept),-0.212026571428582,2.23768913298784,0.95,-4.7022783208599,4.27822517800274,-0.0947524695467758,52,0.924875626490964
2,MicrobiomeSPF,7.14437928571429,1.73330654921025,0.95,3.66624523654905,10.6225133348795,4.12182097215839,52,0.000135511355399137
3,GenotypeWT,6.79164736309523,3.11406154567374,0.95,0.542825711703557,13.0404690144869,2.18096118637431,52,0.0337321726625852
4,TreatmentV,6.36410942857142,1.73330654921024,0.95,2.88597537940619,9.84224347773666,3.67165832926157,52,0.000569101838024412
5,MicrobiomeSPF:GenotypeWT,-4.53188395238095,2.43760944745565,0.95,-9.42330516210601,0.359537257344112,-1.85915096329779,52,0.0686683466564737
6,GenotypeWT:TreatmentV,-5.44863022023809,2.38570266075436,0.95,-10.235892842268,-0.661367598208187,-2.28386810723313,52,0.0264932006777573
